Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20
,Honduras,15.2,-86.2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,6,8,9,12,24,24,26,30,30,36,52,68,95,110,139,141,172,219,222,264,268,298,305,312,343,382,392,393,397,407,419,426,442,457,472,477,494,510,519,591,627,627,661,702,738,771,804,1010,1055,1178,1270,1461,1685,1771,1830,1972,2100,2080,2255,2318,2460,2565,2646,2798,2955,2955,3204,3477,3477,3950,4189,4401,4640,4752,4752,5094,5202,5362,5527,5690,5880,5971,6155,6327,6450,6935,7360,7669,8132,8455,8858,9178,9656,10299,10739,11258,12306,12769,13356,13943,14571,15366,15994,17007,18082,18818,19558,20262,21120,22116,22921,23943,24665,25428,25978,26384,27053,27583,28090,28579,29106,30036,30867,31745,32793,33835,34611,35345,36102,36902,37559,38438,39276,39741,40460,40944,41426,42014,42685,43197,43794,44299,45098,45755,46365,46973
,Hungary,47.1625,19.5033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,7,9,9,13,13,19,30,32,39,50,58,73,85,103,131,167,187,226,261,300,343,408,447,492,525,585,623,678,733,744,817,895,980,1190,1310,1410,1458,1512,1579,1652,1763,1834,1916,1984,2098,2168,2284,2443,2443,2500,2583,2649,2727,2775,2863,2942,2998,3035,3065,3111,3150,3178,3213,3263,3284,3313,3341,3380,3417,3473,3509,3535,3556,3598,3641,3678,3713,3741,3756,3771,3793,3816,3841,3867,3876,3892,3921,3931,3954,3970,3990,4008,4014,4017,4027,4039,4053,4064,4069,4076,4077,4078,4079,4081,4086,4094,4102,4107,4114,4123,4127,4138,4142,4145,4155,4157,4166,4172,4174,4183,4189,4205,4210,4220,4223,4229,4234,4247,4258,4263,4279,4293,4315,4333,4339,4347,4366,4380,4398,4424,4435,4448,4456,4465,4484,4505,4526,4535,4544,4553,4564,4597,4621,4653
,Iceland,64.9631,-19.0208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,11,26,34,43,50,50,58,69,85,103,134,156,171,180,220,250,330,409,473,568,588,648,737,802,890,963,1020,1086,1135,1220,1319,1364,1417,1486,1562,1586,1616,1648,1675,1689,1701,1711,1720,1727,1739,1754,1760,1771,1773,1778,1785,1789,1789,1790,1792,1792,1795,1797,1797,1798,1798,1799,1799,1799,1799,1801,1801,1801,1801,1801,1801,1802,1802,1802,1802,1802,1802,1802,1803,1803,1803,1804,1804,1804,1804,1805,1805,1805,1806,1806,1806,1806,1806,1806,1806,1806,1807,1807,1807,1807,1807,1807,1808,1810,1811,1812,1812,1814,1815,1815,1815,1815,1815,1817,1818,1820,1820,1821,1822,1824,1825,1830,1830,1830,1830,1832,1833,1833,1833,1833,1833,1833,1833,1835,1835,1836,1836,1838,1839,1839,1839,1840,1841,1843,1843,1847,1854,1857,1861,1872,1885,1893,1907,1915,1918,1926,1932,1952,1955
,India,20.593684,78.96288,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,28,30,31,34,39,43,56,62,73,82,102,113,119,142,156,194,244,330,396,499,536,657,727,887,987,1024,1251,1397,1998,2543,2567,3082,3588,4778,5311,5916,6725,7598,8446,9205,10453,11487,12322,13430,14352,15722,17615,18539,20080,21370,23077,24530,26283,27890,29451,31324,33062,34863,37257,39699,42505,46437,49400,52987,56351,59695,62808,67161,70768,74292,78055,81997,85784,90648,95698,100328,106475,112028,118226,124794,131423,138536,144950,150793,158086,165386,173491,181827,190609,198370,207191,216824,226713,236184,246622,257486,265928,276146,286605,297535,308993,320922,332424,343091,354065,366946,380532,395048,410451,425282,440215,456183,473105,490401,508953,528859,548318,566840,585481,604641,625544,648315,673165,697413,719664,742417,767296,793802,820916,849522,878254,906752,936181,968857,1003832,1039084,1077781,1118206,1155338,1193078,1238798,1288108,1337024,1385635,1435616,1480073,1531669,1581963,1634746,1695988,1750723,1803695,1855745,1908254,1964536,2027074,2088611,2153010
,Indonesia,-0.7893,113.9213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,6,19,27,34,34,69,96,117,134,172,227,311,369,450,514,579,686,790,893,1046,1155,1285,1414,1528,1677,1790,1986,2092,2273,2491,2738,2956,3293,3512,3842,4241,4557,4839,5136,5516,5923,6248,6575,6760,7135,7418,7775,8211,8607,8882,9096,9511,9771,10118,10551,10843,11192,11587,12071,12438,12776,13112,13645,14032,14265,14749,15438,16006,16496,17025,17514,18010,18496,19189,20162,20796,21745,22271,22750,23165,23851,24538,25216,25773,26473,26940,27549,28233,28818,29521,30514,31186,32033,33076,34316,35295,36406,37420,38277,39294,40400,41431,42762,43803,45029,45891,46845,47896,49009,50187,51427,52812,54010,55092,56385,57770,59394,60695,62142,63749,64958,66226,68079,70736,72347,74018,75699,76981,78572,80094,81668,83130,84882,86521,88214,89869,91751,93657,95418,97286,98778,100303,102051,104432,106336,108376,109936,111455,113134,115056,116871,118753,121226,123503
,Iran,32.427908,53.68804599999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,18,28,43,61,95,139,245,388,593,978,1501,2336,2922,3513,4747,5823,6566,7161,8042,9000,10075,11364,12729,13938,14991,16169,17361,18407,19644,20610,21638,23049,24811,27017,29406,32332,35408,38309,41495,44605,47593,50468,53183,55743,58226,60500,62589,64586,66220,68192,70029,71686,73303,74877,76389,77995,79494,80868,82211,83505,84802,85996,87026,88194,89328,90481,91472,92584,93657,94640,95646,96448,97424,98647,99970,101650,103135,104691,106220,107603,109286,110767,112725,114533,116635,118392,120198,122492,124603,126949,129341,131652,133521,135701,137724,139511,141591,143849,146668,148950,151466,154445,157562,160696,164270,167156,169425,171789,173832,175927,177938,180156,182525,184955,187427,189876,192439,195051,197647,200262,202584,204952,207525,209970,212501,215096,217724,220180,222669,225205,227662,230211,232863,235429,237878,240438,243051,245688,248379,250458,252720,255117,257303,259652,262173,264561,267061,269440,271606,273788,276202,278827,281413,284034,286523,288839,291172,293606,296273,298909,301530,304204,306752,309437,312035,314786,317483,320117,322567,324692
,Iraq,33.223191,43.679291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,7,7,13,19,26,32,35,35,40,54,60,60,71,71,71,101,110,116,124,154,164,192,208,214,233,266,316,346,382,458,506,547,630,694,728,772,820,878,961,1031,1122,1202,1232,1279,1318,1352,1378,1400,1415,1434,1482,1513,1539,1574,1602,1631,1677,1708,1763,1820,1847,1928,2003,2085,2153,2219,2296,2346,2431,2480,2543,2603,2679,2767,2818,2913,3032,3143,3193,3260,3404,3554,3611,3724,3877,3964,4272,4469,4632,4848,5135,5457,5873,6179,6439,6868,7387,8168,8840,9846,11098,12366,13481,14268,15414,16675,17770,18950,20209,21315,22700,24254,25717,27352,29222,30868,32676,34502,36702,39139,41193,43262,45402,47151,49109,51524,53708,56020,58354,60479,62275,64701,67442,69612,72460,75194,77506,79735,81757,83867,86148,88171,90220,92530,94693,97159,99865,102226,104711,107573,110032,112585,115332,118300,121263,124609,126704,129151,131886,134722,137556,140603,144064,147389
,Ireland,53.1424,-7.6921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,6,6,18,18,19,21,34,43,43,90,129,129,169,223,292,557,683,785,906,1125,1329,1564,1819,2121,2415,2615,2910,3235,3447,3849,4273,4604,4994,5364,5709,6074,6574,8089,8928,9655,10647,11479,12547,13271,13980,14758,15251,15652,16040,16671,17607,18184,18561,19262,19648,19877,20253,20612,20833,21176,21506,21772,21983,22248,22385,22541,22760,22996,23135,23242,23401,23827,23956,24048,24112,24200,24251,24315,24391,24506,24582,24639,24698,24735,24803,24841,24876,24929,24990,25062,25066,25111,25142,25163,25183,25201,25207,25215,25231,25238,25250,25295,25303,25321,25334,25341,25355,25368,25374,25379,25383,25391,25396,25405,25414,25437,25439,25462,25473,25477,25489,25498,25509,25527,25531,25538,25542,25565,25589,25611,25628,25638,25670,25683,25698,25730,25750,25760,25766,25802,25819,25826,25845,25869,25881,25892,25929,25942,26027,26065,26109,26162,26208,26253,26303,26372,26470,26644
,Israel,31.046051,34.851612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,4,7,10,10,12,15,20,37,43,61,61,75,79,100,126,155,213,218,250,304,427,529,712,883,1071,1238,2369,2693,3035,3619,4247,4695,5358,6092,6857,7428,7851,8430,8904,9248,9404,9968,10408,10743,11145,11586,12046,12501,12758,12982,13265,13491,13713,13942,14498,14803,15058,15298,15443,15555,15728,15834,15946,16101,16185,16208,16246,16289,16310,16381,16436,16454,16477,16506,16529,16548,16579,16589,16608,16617,16643,16659,16667,16683,16690,16712,16717,16734,16757,16793,16872,16987,17012,17071,17169,17285,17377,17495,17562,17752,17863,18032,18180,18355,18569,18795,18972,19055,19237,19495,19783,20036,20339,20633,20778,21082,21512,22044,22400,22800,23421,23755,24441,25244,26257,27047,28055,29170,29958,30749,32222,33557,34825,36266,37464,38670,40632,42360,44188,46059,47459,49365,50289,52003,54042,56085,57982,59475,60678,61956,63985,66293,68299,70036,70970,72218,72815,74430,76198,77919,79559,80991,82324
,Italy,41.87194,12.56738,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,62,155,229,322,453,655,888,1128,1694,2036,2502,3089,3858,4636,5883,7375,9172,10149,12462,15113,17660,21157,24747,27980,31506,35713,41035,47021,53578,59138,63927,69176,74386,80589,86498,92472,97689,101739,105792,110574,115242,119827,124632,128948,132547,135586,139422,143626,147577,152271,156363,159516,162488,165155,168941,172434,175925,178972,181228,183957,187327,189973,192994,195351,197675,199414,201505,203591,205463,207428,209328,210717,211938,213013,214457,215858,217185,218268,219070,219814,221216,222104,223096,223885,224760,225435,225886,226699,227364,228006,228658,229327,229858,230158,230555,231139,231732,232248,232664,232997,233197,233515,233836,234013,234531,234801,234998,235278,235561,235763,236142,236305,236651,236989,237290,237500,237828,238159,238011,238275,238499,238720,238833,239410,239706,239961,240136,240310,240436,240578,240760,240961,241184,241419,241611,241819,241956,242149,242363,242639,242827,243061,243230,243344,243506,243736,243967,244216,244434,244624,244752,245032,245338,245590,245864,246118,246286,246488,246776,247158,247537,247832,248070,248229,248419,248803,249204,249756,250103
,Jamaica,18.1096,-77.2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,8,10,10,12,13,15,16,16,19,19,21,26,26,26,30,32,36,36,44,47,47,53,58,58,63,63,63,63,65,69,73,73,125,143,143,163,173,223,223,233,257,288,305,350,364,364,396,422,432,463,469,471,473,478,488,490,490,502,505,507,509,509,511,517,520,520,520,529,534,544,550,552,556,564,569,569,575,581,586,588,590,591,591,595,596,598,599,605,605,611,614,615,617,621,621,626,638,652,657,659,665,670,678,684,686,690,696,698,702,707,715,721,728,732,737,745,751,753,753,758,758,759,762,763,765,768,774,790,809,810,816,821,831,837,842,853,855,856,864,878,883,894,905,920,928,958,987,1003
,Japan,36.204824,138.252924,2,2,2,2,4,4,7,7,11,15,20,20,20,22,23,23,23,24,24,26,27,28,33,43,54,60,67,79,85,95,112,137,149,160,173,192,218,236,245,259,278,298,333,365,420,466,499,527,585,640,696,733,795,826,843,893,928,968,1022,1059,1104,1144,1217,1314,1416,1530,1728,1907,2001,2255,2535,2818,3154,3525,3876,4110,4485,5020,5614,6250,6951,7473,7773,8277,8835,9398,9958,10548,10914,11258,11641,12037,12469,12854,13186,13405,13576,13860,14076,14284,14558,14861,15061,15229,15354,15455,15553,15640,15755,15824,15861,15948,15998,16096,16148,16202,16226,16259,16287,16321,16362,16385,16410,16451,16472,16502,16528,16598,16673,16716,16751,16787,16837,16867,16911,16958,17000,17039,17060,17111,17146,17187,17250,17293,17369,17439,17484,17530,17588,17658,17725,17780,17820,17879,17963,18055,18162,18254,18366,18476,18615,18838,19055,19185,19461,19668,19848,20055,20261,20617,21044,21430,21841,22125,22437,23172,23510,24104,24946,25446,25706,26463,27136,28114,28883,29684,30548,31142,32116,33382,35144,36234,37804,39116,40099,41347,42686,44167,45764,47342
,Jordan,31.24,36.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,8,17,34,52,69,85,85,112,127,154,172,212,235,246,259,268,274,278,299,310,323,345,349,353,358,372,372,381,389,391,397,401,402,407,413,417,425,428,435,437,441,444,447,449,449,451,453,459,460,461,465,471,473,494,508,522,540,562,576,582,586,596,607,613,629,649,672,684,700,704,708,711,718,720,728,730,734,739,746,755,757,765,784,795,808,831,845,863,890,915,953,961,979,981,987,1001,1008,1015,1033,1042,1047,1071,1086,1104,1111,1121,1128,1132,1133,1136,1147,1150,1164,1167,1169,1169,1169,1173,1176,1179,1183,1198,1201,1206,1209,1214,1218,1223,1113,1120,1131,1146,1154,1168,1176,1182,1187,1191,1193,1208,1213,1218,1224,1231,1232,1237,1246
,Kazakhstan,48.0196,66.9237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,10,33,35,44,49,53,60,62,72,81,111,150,228,284,302,343,380,435,464,531,584,662,697,727,781,812,865,951,1091,1232,1295,1402,1546,1615,1676,1852,1995,2135,2289,2482,2601,2717,2835,3027,3138,3402,3597,3857,3920,4049,4205,4422,4578,4834,4975,5090,5207,5279,5417,5571,5689,5850,6157,6751,6751,6969,7234,7919,7919,8531,8969,8969,9304,9576,9932,10382,10858,11308,11571,12067,12067,12312,12511,12694,12859,13074,13319,13872,13872,14238,14496,15192,15542,15877,15877,16779,17225,17732,18231,18765,19285,19750,20319,20319,21327,21819,22308,41065,42574,45719,47171,48574,49683,51059,51059,54747,56455,58253,58253,61755,63514,65188,66895,68703,68703,71838,73468,75153,75153,78486,80226,81720,83122,84648,86192,87664,89078,90367,90367,92662,93820,94882,95942,96922,97829,98701
,Kenya,-0.0236,37.9062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,7,7,7,15,16,25,28,31,31,38,42,50,59,81,110,122,126,142,158,172,179,184,189,191,197,208,216,225,234,246,262,270,281,296,303,320,336,343,355,363,374,384,396,411,435,465,490,535,582,607,621,649,672,700,715,737,758,781,830,887,912,963,1029,1109,1161,1192,1214,1286,1348,1471,1618,1745,1888,1962,2021,2093,2216,2340,2474,2600,2767,2872,2989,3094,3215,3305,3457,3594,3727,3860,4044,4257,4374,4478,4738,4797,4952,5206,5384,5533,5811,6070,6190,6366,6673,6941,7188,7577,7886,8067,8250,8528,8975,9448,9726,10105,10294,10791,11252,11673,12062,12750,13353,13771,14168,14805,15601,16268,16643,17603,17975,18581,19125,19913,20636,21363,22053,22597,23202,23873,24411,25138,25837
,"Korea, South",35.90775700000001,127.766922,1,1,2,2,3,4,4,4,4,11,12,15,15,16,19,23,24,24,25,27,28,28,28,28,28,29,30,31,31,104,204,433,602,833,977,1261,1766,2337,3150,3736,4335,5186,5621,6088,6593,7041,7314,7478,7513,7755,7869,7979,8086,8162,8236,8320,8413,8565,8652,8799,8961,8961,9037,9137,9241,9332,9478,9583,9661,9786,9887,9976,10062,10156,10237,10284,10331,10384,10423,10450,10480,10512,10537,10564,10591,10613,10635,10653,10661,10674,10683,10694,10708,10718,10728,10738,10752,10761,10765,10774,10780,10793,10801,10804,10806,10810,10822,10840,10874,10909,10936,10962,10991,11018,11037,11050,11065,11078,11110,11122,11142,11165,11190,11206,11225,11265,11344,11402,11441,11468,11503,11541,11590,11629,11668,11719,11776,11814,11852,11902,11947,12003,12051,12085,12121,12155,12198,12257,12306,12373,12421,12438,12484,12535,12563,12602,12653,12715,12757,12800,12850,12904,12967,13030,13091,13137,13181,13244,13293,13338,13373,13417,13479,13512,13551,13612,13672,13711,13745,13771,13816,13879,13938,13979,14092,14150,14175,14203,14251,14269,14305,14336,14366,14389,14423,14456,14499,14519,14562,14598
,Kuwait,29.31166,47.481766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,26,43,45,45,45,56,56,56,58,58,61,64,64,69,72,80,80,104,112,123,130,142,148,159,176,188,189,191,195,208,225,235,255,266,289,317,342,417,479,556,665,743,855,910,993,1154,1234,1300,1355,1405,1524,1658,1751,1915,1995,2080,2248,2399,2614,2892,3075,3288,3440,3740,4024,4377,4619,4983,5278,5804,6289,6567,7208,7623,8688,9286,10277,11028,11975,12860,13802,14850,15691,16764,17568,18609,19564,20464,21302,21967,22575,23267,24112,25184,26192,27043,27762,28649,29359,29921,30644,31131,31848,32510,33140,33823,34432,34952,35466,35920,36431,36958,37533,38074,38678,39145,39650,40291,41033,41879,42788,43703,44391,44942,45524,46195,46940,47859,48672,49303,49941,50644,51245,52007,52840,53580,54058,54894,55508,56174,56877,57668,58221,58904,59204,59763,60434,61185,61872,62625,63309,63773,64379,65149,65903,66529,66957,67448,67911,68299,68774,69425,70045,70727,71199
,Kyrgyzstan,41.20438,74.766098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,14,14,16,42,44,44,58,58,84,94,107,111,116,130,144,147,216,228,270,280,298,339,377,419,430,449,466,489,506,554,568,590,612,631,665,665,682,695,708,729,746,756,769,795,830,843,871,895,906,931,1002,1016,1037,1044,1082,1111,1117,1138,1216,1243,1270,1313,1350,1365,1403,1433,1468,1520,1594,1662,1722,1748,1817,1845,1871,1899,1936,1974,2007,2032,2055,2093,2166,2166,2207,2285,2472,2562,2657,2657,2789,2981,3356,3356,3726,3954,4204,4446,4513,5017,5296,5506,6261,6767,6878,7094,7377,8141,8279,8847,9358,9910,10410,11117,11444,11444,12282,12498,13101,24606,27143,27143,28251,28980,31247,31247,32124,32813,33296,33844,34592,35223,35805,36299,36719,37129,37541,38110,38659,39162,39571
,Latvia,56.8796,24.6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,6,8,10,10,17,26,30,34,49,71,86,111,124,139,180,197,221,244,280,305,347,376,398,446,458,493,509,533,542,548,577,589,612,630,651,655,657,666,675,682,712,727,739,748,761,778,784,804,812,818,836,849,858,870,871,879,896,896,900,909,928,930,939,946,950,951,962,970,997,1008,1009,1012,1016,1025,1030,1046,1047,1049,1053,1057,1061,1064,1065,1066,1066,1071,1079,1082,1085,1086,1088,1088,1089,1092,1094,1096,1097,1097,1097,1098,1104,1108,1110,1111,1111,1111,1111,1111,1111,1112,1115,1116,1117,1118,1121,1122,1122,1123,1124,1127,1134,1141,1154,1165,1173,1173,1174,1174,1178,1179,1185,1189,1192,1192,1193,1197,1203,1205,1206,1219,1219,1220,1224,1228,1231,1238,1243,1246,1249,1257,1275,1281,1288
,Lebanon,33.8547,35.8623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,4,10,13,13,13,16,22,22,32,32,41,61,61,77,93,110,110,120,133,157,163,187,248,267,318,333,368,391,412,438,446,470,479,494,508,520,527,541,548,576,582,609,619,630,632,641,658,663,668,672,673,677,677,682,688,696,704,707,710,717,721,725,729,733,737,740,741,750,784,796,809,845,859,870,878,886,891,902,911,931,954,961,1024,1086,1097,1114,1119,1140,1161,1168,1172,1191,1220,1233,1242,1256,1306,1312,1320,1331,1350,1368,1388,1402,1422,1442,1446,1464,1473,1489,1495,1510,1536,1587,1603,1622,1644,1662,1697,1719,1740,1745,1778,1788,1796,1830,1855,1873,1885,1907,1946,2011,2082,2168,2334,2419,2451,2542,2599,2700,2775,2859,2905,2980,3104,3260,3407,3582,3750,3882,4023,4205,4334,4555,4730,4885,5062,5062,5417,5672,5951,6223
,Liberia,6.4280550000000005,-9.429499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,6,6,7,10,13,14,14,31,31,37,48,50,59,59,59,59,76,76,91,99,101,101,101,117,120,124,124,141,141,141,152,154,158,166,170,178,189,199,199,199,211,211,213,215,219,223,226,229,233,238,240,249,255,265,265,266,266,269,273,280,288,296,311,316,321,334,345,359,370,383,397,410,421,446,458,498,509,516,542,581,601,626,650,652,662,681,684,729,768,770,780,804,819,833,869,874,891,917,926,957,963,998,1010,1024,1024,1056,1070,1085,1088,1091,1107,1108,1114,1117,1135,1155,1162,1167,1177,1179,1181,1186,1189,1207,1214,1216,1221,1224,1230,1234
,Liechtenstein,47.14,9.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,4,4,7,28,28,28,37,37,51,51,51,56,56,56,56,62,68,68,75,76,77,77,77,78,78,78,79,79,79,79,79,79,79,79,79,81,81,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,85,86,86,86,86,86,86,86,86,86,86,87,88,88,88,88,89,89,89,89,89,89,89
,Lithuania,55.1694,23.8813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,12,17,25,27,36,49,83,143,179,209,274,299,358,394,460,491,537,581,649,696,771,811,843,880,912,955,999,1026,1053,1062,1070,1091,1128,1149,1239,1298,1326,1350,1370,1398,1410,1426,1438,1449,1344,1375,1385,1399,1406,1410,1419,1423,1428,1433,1436,1444,1479,1485,1491,1505,1511,1523,1534,1541,1547,1562,1577,1593,1604,1616,1623,1635,1639,1647,1656,1662,1670,1675,1678,1682,1684,1687,1694,1705,1714,1720,1727,1733,1752,1756,1763,1768,1773,1776,1778,1784,1792,1795,1798,1801,1803,1804,1806,1808,1813,1815,1816,1817,1818,1825,1828,1831,1836,1841,1844,1854,1857,1861,1865,1869,1874,1875,1882,1902,1908,1915,1932,1947,1949,1951,1960,1986,2001,2008,2019,2027,2043,2062,2075,2093,2110,2120,2137,2147,2171,2194,2231
,Luxembourg,49.8153,6.1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,5,7,19,34,51,59,77,140,203,335,484,670,798,875,1099,1333,1453,1605,1831,1950,1988,2178,2319,2487,2612,2729,2804,2843,2970,3034,3115,3223,3270,3281,3292,3307,3373,3444,3480,3537,3550,3558,3618,3654,3665,3695,3711,3723,3729,3741,3769,3784,3802,3812,3824,3828,3840,3851,3859,3871,3877,3886,3888,3894,3904,3915,3923,3930,3945,3947,3958,3971,3980,3981,3990,3992,3993,3995,4001,4008,4012,4016,4018,4019,4020,4024,4027,4032,4035,4039,4040,4046,4049,4052,4055,4063,4070,4072,4075,4085,4091,4099,4105,4120,4121,4133,4140,4151,4173,4217,4242,4256,4299,4345,4395,4447,4476,4522,4542,4603,4650,4719,4777,4842,4925,4956,5056,5122,5285,5409,5483,5605,5639,5725,5854,5952,6056,6189,6272,6321,6375,6533,6616,6695,6793,6855,6864,6917,7007,7073,7113,7169
